USER_ID,ITEM_ID,TIMESTAMP
298,474,884182806
253,465,891628467
286,1014,879781125
200,222,876042340
122,387,879270459
291,1042,874834944
119,392,886176814
167,486,892738452
299,144,877881320
308,1,887736532
38,95,892430094
63,277,875747401
160,234,876861185
301,98,882075827
225,193,879539727
290,88,880731963
157,274,886890835
278,603,891295330
7,32,891350932
10,16,877888877
284,304,885329322
287,327,875333916
246,201,884921594
242,1137,879741196
249,241,879641194
99,4,886519097
251,100,886271884
260,322,890618898
25,181,885853415
59,196,888205088
87,384,879877127
290,143,880474293
42,423,881107687
292,515,881103977
201,219,884112673
246,919,884920949
138,26,879024232
60,427,883326620
57,304,883698581
223,274,891550094
189,512,893277702
194,165,879546723
178,248,882823954
127,229,884364867
225,237,879539643
225,480,879540748
291,144,874835091
222,366,878183381
267,518,878971773
11,111,891903862
95,625,888954412
8,338,879361873
162,25,877635573
87,1016,879876194
279,154,875296291
119,1153,874781198
62,498,879373848
28,209,881961214
135,23,879857765
90,382,891383835
286,208,877531942
216,144,880234639
166,328,886397722
250,496,878090499
271,132,885848672
160,174,876860807
265,118,875320714
42,96,881107178
168,151,884288058
110,307,886987260
58,144,884304936
90,648,891384754
271,346,885844430
237,514,879376641
94,789,891720887
298,317,884182806
44,195,878347874
264,200,886122352
72,195,880037702
222,750,883815120
262,1147,879791710
59,23,888205300
286,379,877533771
244,815,880605185
7,479,891352010
87,274,879876734
13,272,884538403
305,427,886323090
299,955,889502823
269,504,891449922
194,466,879525876
160,135,876860807
10,486,877886846
259,117,874724988
303,919,879467295
213,273,878870987
90,98,891383204
68,117,876973939
172,177,875537965
19,4,885412840
268,231,875744136
44,294,883612356
43,137,875975656
80,466,887401701
254,164,886472768
66,298,883601324
99,79,885680138
13,98,881515011
7,455,891353086
222,755,878183481
200,673,884128554
119,328,876923913
213,172,878955442
130,379,875801662
38,328,892428688
130,216,875216545
256,452,882164999
1,61,878542420
72,48,880036718
13,360,882140926
292,174,881105481
232,483,888549622
181,220,878962392
259,255,874724710
305,471,886323648
161,202,891170769
148,408,877399018
97,228,884238860
58,1098,884304936
83,234,887665548
90,347,891383319
272,178,879455113
125,478,879454628
299,14,877877775
151,10,879524921
269,127,891446165
6,14,883599249
303,69,879467542
301,790,882078621
87,554,879875940
294,109,877819599
286,171,877531791
200,318,884128458
178,568,882826555
62,65,879374686
92,172,875653271
301,401,882078040
36,339,882157581
279,68,875307407
250,7,878089716
119,237,874775038
295,218,879966498
66,258,883601089
233,202,879394264
83,623,880308578
100,344,891374868
301,56,882076587
307,89,879283786
83,576,880308755
297,133,875240090
38,153,892430369
7,382,891352093
264,813,886122952
85,507,879456199
286,143,889651549
113,595,875936424
292,11,881104093
275,98,875155140
189,520,893265380
218,209,877488546
119,222,874775311
158,177,880134407
222,118,877563802
301,79,882076403
145,237,875270570
23,385,874786462
201,767,884114505
296,705,884197193
16,64,877720297
154,357,879138713
77,484,884733766
296,508,884196584
222,77,878183616
13,215,882140588
16,705,877722736
270,452,876956264
187,64,879465631
200,304,876041644
170,749,887646170
128,204,879967478
1,33,878542699
1,160,875072547
184,321,889906967
94,343,891725009
128,508,879967767
308,1197,887739521
303,134,879467959
69,256,882126156
254,662,887347350
276,2,874792436
267,410,878970785
13,56,881515011
294,271,889241426
90,1086,891384424
18,26,880129731
308,649,887739292
191,302,891560253
200,96,884129409
16,197,877726146
271,199,885848448
142,169,888640356
207,258,877879172
177,333,880130397
271,378,885849447
305,425,886324486
191,286,891560842
21,558,874951695
197,96,891409839
234,206,892334543
308,402,887740700
308,640,887737036
269,522,891447773
94,265,891721889
272,12,879455254
296,20,884196921
180,462,877544218
7,163,891353444
13,186,890704999
178,731,882827532
256,781,882165296
263,176,891299752
279,1181,875314001
43,815,883956189
151,197,879528710
249,188,879641067
144,699,888106106
301,604,882075994
222,97,878181739
293,135,888905550
213,173,878955442
13,498,882139901
59,715,888205921
5,17,875636198
125,163,879454956
174,315,886432749
213,515,878870518
128,15,879968827
239,56,889179478
291,80,875086354
250,238,878089963
60,60,883327734
287,1,875334088
216,531,880233810
203,471,880434463
213,176,878956338
286,288,875806672
295,194,879517412
250,596,878089921
137,144,881433689
257,137,882049932
111,328,891679939
91,480,891438875
215,211,891436202
189,1060,893264301
1,20,887431883
303,404,879468375
187,210,879465242
214,568,892668197
285,191,890595859
96,156,884402860
115,1067,881171009
73,480,888625753
269,246,891457067
263,419,891299514
221,475,875244204
72,182,880036515
25,357,885852757
290,50,880473582
189,526,893266205
200,365,884129962
187,135,879465653
184,187,889909024
13,229,882397650
235,185,889655435
62,712,879376178
54,742,880934806
92,168,875653723
307,174,879283480
303,200,879468459
117,150,880125101
224,77,888103872
254,229,886474580
64,381,879365491
45,25,881014015
276,922,889174849
234,187,892079140
264,721,886123656
10,611,877886722
308,427,887736584
221,943,875246759
131,126,883681514
230,680,880484286
192,1061,881368891
90,900,891382309
193,941,889124890
128,603,879966839
244,265,880606634
119,382,874781742
231,181,888605273
301,33,882078228
94,744,891721462
130,642,875216933
56,121,892679480
62,12,879373613
178,845,882824291
217,597,889070087
79,303,891271203
138,484,879024127
308,81,887737293
269,198,891447062
13,864,882141924
230,742,880485043
269,507,891448800
239,1099,889179253
245,1028,888513447
295,961,879519556
10,7,877892210
279,399,875313859
6,98,883600680
243,1039,879988184
298,181,884125629
118,200,875384647
283,1114,879297545
171,292,891034835
70,217,884151119
10,100,877891747
245,181,888513664
276,70,874790826
189,56,893265263
226,242,883888671
62,1016,879373008
276,417,874792907
214,478,891544052
306,235,876504354
280,631,891700751
60,430,883326122
56,71,892683275
42,274,881105817
1,202,875072442
13,809,882397582
173,289,877556988
185,23,883524249
244,381,880604077
150,293,878746946
7,497,891352134
178,317,882826915
97,222,884238887
117,268,880124306
264,655,886123530
42,588,881108147
87,367,879876702
256,127,882164406
292,661,881105561
246,665,884922831
274,845,878945579
188,692,875072583
18,86,880129731
193,407,889127921
144,709,888105940
90,1198,891383866
48,609,879434819
22,128,878887983
311,432,884365485
8,22,879362183
276,188,874792547
222,173,878183043
72,866,880035887
299,134,878192311
1,171,889751711
165,216,879525778
181,121,878962623
200,11,884129542
234,626,892336358
244,707,880606243
90,25,891384789
208,216,883108324
263,96,891298336
134,323,891732335
279,586,892864663
2,292,888550774
49,302,888065432
286,153,877531406
22,80,878887227
234,318,892078890
268,147,876514002
274,405,878945840
7,492,891352010
16,55,877717956
290,161,880474293
92,515,875640800
239,1070,889179032
56,449,892679308
248,234,884534968
308,187,887738760
276,64,874787441
122,509,879270511
295,739,879518319
263,568,891299387
295,39,879518279
201,1100,884112800
159,1028,880557539
276,181,874786488
13,823,882397833
83,660,880308256
189,20,893264466
222,796,878183684
146,1022,891458193
125,80,892838865
43,120,884029430
77,518,884753202
291,686,874835165
236,57,890116575
156,661,888185947
232,52,888550130
168,866,884287927
37,288,880915258
235,230,889655162
90,506,891383319
186,566,879023663
44,660,878347915
118,774,875385198
7,661,891351624
42,1028,881106072
178,433,882827834
77,474,884732407
56,1047,892911290
286,99,878141681
295,190,879517062
224,69,888082495
272,317,879454977
207,318,877124871
7,648,891351653
87,82,879875774
44,449,883613334
306,287,876504442
167,659,892738277
108,100,879879720
230,304,880484286
54,302,880928519
90,22,891384357
286,357,877531537
14,269,892242403
92,121,875640679
181,405,878962919
65,806,879216529
44,443,878348289
244,183,880606043
1,265,878542441
270,25,876954456
286,746,877533058
239,272,889181247
216,55,880245145
